id,Danceability
17421,7.190360
17422,3.836963
17423,2.862334
17424,6.448499
17425,5.654192
17426,5.085634
17427,4.691578
17428,2.718235
17429,5.158792
17430,5.144884
17431,5.692639
17432,5.316460
17433,4.188483
17434,5.565054
17435,4.314921
17436,5.263603
17437,3.670488
17438,6.115321
17439,5.157496
17440,2.563952
17441,3.738704
17442,1.828339
17443,4.138706
17444,4.095641
17445,4.680393
17446,2.912920
17447,5.403538
17448,1.768502
17449,6.018137
17450,6.373398
17451,6.685503
17452,6.103563
17453,7.171527
17454,7.588178
17455,3.914152
17456,5.576498
17457,4.842918
17458,5.563487
17459,7.105135
17460,3.452234
17461,6.007721
17462,2.404803
17463,3.679256
17464,4.934825
17465,2.112195
17466,3.548583
17467,3.389955
17468,5.589264
17469,5.485505
17470,4.067383
17471,6.480175
17472,4.302925
17473,6.695904
17474,4.799998
17475,5.850765
17476,6.417028
17477,6.043832
17478,7.289816
17479,5.616726
17480,4.137430
17481,3.701312
17482,6.437660
17483,6.170832
17484,5.471298
17485,7.002524
17486,6.698884
17487,4.773230
17488,5.659097
17489,2.690215
17490,7.739496
17491,6.139004
17492,5.073872
17493,5.589405
17494,5.745714
17495,1.857992
17496,5.660499
17497,6.877364
17498,7.053907
17499,6.210712
17500,2.369954
17501,3.499892
17502,5.021028
17503,3.117899
17504,4.976298
17505,1.820717
17506,3.216430
17507,3.729882
17508,3.019399
17509,6.432141
17510,5.418037
17511,5.328108
17512,5.824933
17513,4.770980
17514,5.758128
17515,6.955092
17516,5.115887
17517,4.213730
17518,5.023771
17519,6.787474
17520,5.023404
17521,6.342277
17522,6.352974
17523,5.057393
17524,5.462031
17525,6.518172
17526,5.406652
17527,5.080391
17528,5.150410
17529,6.369309
17530,4.228572
17531,6.701745
17532,4.292711
17533,3.145289
17534,6.683330
17535,5.630746
17536,3.811178
17537,6.881038
17538,4.498177
17539,6.475105
17540,7.696045
17541,6.980766
17542,1.945679
17543,6.679481
17544,5.494633
17545,3.927405
17546,6.074025
17547,5.867520
17548,5.465900
17549,4.261772
17550,6.162984
17551,6.573046
17552,4.781233
17553,3.805722
17554,7.554775
17555,5.935021
17556,5.135158
17557,4.068235
17558,5.977690
17559,6.299572
17560,7.587384
17561,6.379870
17562,4.609750
17563,3.913504
17564,4.064817
17565,3.308276
17566,5.657032
17567,1.705160
17568,4.455010
17569,2.312269
17570,3.331023
17571,5.386577
17572,5.440457
17573,4.867105
17574,4.343635
17575,3.561014
17576,2.727668
17577,5.436225
17578,6.776290
17579,7.023597
17580,6.433595
17581,6.554623
17582,4.630805
17583,4.622286
17584,5.613665
17585,5.521178
17586,6.031730
17587,5.219219
17588,4.882122
17589,5.507747
17590,7.007802
17591,7.698434
17592,5.649965
17593,2.685860
17594,5.043973
17595,6.422968
17596,4.596957
17597,3.500117
17598,4.704600
17599,6.041522
17600,2.739509
17601,6.304687
17602,5.000976
17603,3.037499
17604,4.689479
17605,2.616486
17606,1.014822
17607,6.008860
17608,5.413935
17609,6.570705
17610,2.712455
17611,5.547425
17612,3.326887
17613,6.408573
17614,2.115551
17615,2.520014
17616,3.826785
17617,3.363847
17618,2.321825
17619,2.381741
17620,4.170030
17621,3.124573
17622,5.432739
17623,3.752468
17624,2.808728
17625,4.036799
17626,7.320803
17627,3.315240
17628,2.201984
17629,3.456061
17630,7.149467
17631,2.730797
17632,4.798133
17633,2.474178
17634,3.495721
17635,2.796664
17636,4.171576
17637,2.719362
17638,3.385354
17639,5.295919
17640,3.944083
17641,2.431568
17642,4.805936
17643,4.044556
17644,4.966306
17645,2.949050
17646,3.693712
17647,3.444416
17648,4.203363
17649,2.170898
17650,5.375341
17651,2.711164
17652,2.586225
17653,5.394511
17654,3.345519
17655,3.028932
17656,3.460112
17657,1.642609
17658,1.614236
17659,2.158047
17660,1.926239
17661,0.032981
17662,0.308964
17663,0.728295
17664,1.546409
17665,0.753913
17666,0.433136
17667,6.098482
17668,2.268473
17669,2.221183
17670,2.282791
17671,1.754055
17672,3.670590
17673,2.209599
17674,3.083974
17675,1.372220
17676,6.194669
17677,1.923852
17678,1.910716
17679,2.658455
17680,3.045275
17681,5.614580
17682,5.786277
17683,4.194914
17684,3.765684
17685,4.200472
17686,3.600800
17687,2.107296
17688,2.874273
17689,4.063913
17690,3.536843
17691,5.436123
17692,1.903540
17693,2.381730
17694,4.230502
17695,4.766166
17696,2.460033
17697,0.740532
17698,1.277207
17699,2.127618
17700,1.909128
17701,3.559359
17702,4.439927
17703,6.754059
17704,4.210748
17705,5.532975
17706,4.474145
17707,3.932961
17708,5.526301
17709,4.869094
17710,2.636490
17711,2.667288
17712,5.890005
17713,3.612646
17714,2.342321
17715,0.553226
17716,2.585658
17717,0.210833
17718,3.311268
17719,3.052495
17720,2.049612
17721,0.383376
17722,1.712623
17723,1.710840
17724,1.993983
17725,3.758734
17726,3.570167
17727,1.967759
17728,3.032617
17729,2.331666
17730,5.003878
17731,1.745428
17732,3.747853
17733,1.915615
17734,5.503413
17735,4.477571
17736,4.594894
17737,2.982746
17738,3.946228
17739,2.615759
17740,3.200595
17741,1.588624
17742,6.374209
17743,8.064542
17744,3.655205
17745,6.348537
17746,2.989926
17747,4.921006
17748,3.000403
17749,3.057283
17750,4.835251
17751,2.369529
17752,4.735291
17753,4.781472
17754,3.845235
17755,5.200254
17756,5.735885
17757,4.407058
17758,6.727538
17759,2.018062
17760,1.461774
17761,1.910853
17762,2.222737
17763,4.950021
17764,1.939557
17765,5.844550
17766,4.340517
17767,5.543805
17768,5.508069
17769,4.367894
17770,3.295596
17771,6.609964
17772,5.542852
17773,5.893491
17774,5.285596
17775,4.636528
17776,6.099082
17777,4.133018
17778,4.597399
17779,6.983572
17780,5.274924
17781,4.681235
17782,4.343119
17783,7.302435
17784,5.384680
17785,2.405255
17786,4.978767
17787,1.514960
17788,3.259520
17789,5.493046
17790,1.895310
17791,3.435519
17792,4.721299
17793,5.465577
17794,2.105432
17795,8.496097
17796,7.078353
17797,7.123393
17798,8.141842
17799,5.151220
17800,6.246374
17801,2.747381
17802,6.745380
17803,5.614108
17804,7.583311
17805,4.535958
17806,5.303037
17807,5.369122
17808,0.716595
17809,7.783253
17810,6.469107
17811,2.278821
17812,4.482563
17813,4.322912
17814,4.312930
17815,3.304291
17816,4.278573
17817,2.827439
17818,4.642888
17819,6.324280
17820,6.644850
17821,3.108168
17822,4.983210
17823,6.932023
17824,3.298117
17825,6.228778
17826,5.186920
17827,6.628065
17828,7.108854
17829,4.997517
17830,3.523571
17831,4.504649
17832,5.160911
17833,3.192802
17834,3.517770
17835,5.649460
17836,3.944718
17837,2.556876
17838,6.049848
17839,3.252114
17840,3.454625
17841,6.171756
17842,6.734012
17843,4.619381
17844,6.295501
17845,7.285744
17846,7.440076
17847,5.463530
17848,5.982341
17849,6.998997
17850,7.208658
17851,5.219411
17852,4.235719
17853,5.708420
17854,6.678310
17855,3.028511
17856,6.048984
17857,5.834899
17858,3.981536
17859,7.656229
17860,6.895650
17861,4.327697
17862,4.436690
17863,4.249963
17864,5.718718
17865,6.726595
17866,7.938468
17867,3.409461
17868,4.442019
17869,5.628109
17870,5.476608
17871,2.421140
17872,7.161111
17873,6.030998
17874,5.309409
17875,0.374318
17876,2.966023
17877,4.614470
17878,6.534795
17879,4.965774
17880,1.568426
17881,1.320665
17882,3.233982
17883,4.329032
17884,6.283220
17885,3.210828
17886,3.474399
17887,4.624953
17888,6.269920
17889,5.434484
17890,5.144582
17891,5.116647
17892,2.519489
17893,3.147787
17894,3.808799
17895,6.652154
17896,8.057252
17897,4.736581
17898,7.759152
17899,2.890700
17900,5.791180
17901,6.511223
17902,6.199210
17903,6.475941
17904,4.785989
17905,6.720195
17906,4.736003
17907,7.258487
17908,2.253737
17909,4.999817
17910,5.065960
17911,4.307645
17912,3.323747
17913,3.720705
17914,2.249903
17915,6.677602
17916,3.738885
17917,4.415590
17918,4.685866
17919,3.365184
17920,3.579424
17921,0.914115
17922,2.239993
17923,5.479664
17924,6.865063
17925,3.043167
17926,2.269631
17927,5.966122
17928,2.954245
17929,4.673041
17930,2.639891
17931,3.016568
17932,5.723998
17933,6.269678
17934,6.435308
17935,6.294712
17936,6.863391
17937,5.339272
17938,4.814420
17939,2.894431
17940,1.866429
17941,7.215478
17942,7.367389
17943,5.347574
17944,3.048043
17945,4.146882
17946,4.501432
17947,4.294438
17948,3.672506
17949,4.138653
17950,3.410163
17951,2.341122
17952,6.499806
17953,1.026508
17954,4.630075
17955,4.709069
17956,5.503314
17957,4.387506
17958,6.273414
17959,5.957532
17960,3.686181
17961,4.339650
17962,3.793902
17963,7.041600
17964,6.467997
17965,7.436311
17966,5.570880
17967,5.400416
17968,6.140810
17969,5.094803
17970,5.406252
17971,6.430854
17972,4.923711
17973,6.670764
17974,7.275993
17975,5.251799
17976,7.097017
17977,5.772341
17978,6.405835
17979,5.639775
17980,5.969407
17981,5.218019
17982,5.396115
17983,5.813024
17984,6.077663
17985,6.682674
17986,5.097309
17987,5.245287
17988,7.016465
17989,5.643981
17990,6.973393
17991,7.088393
17992,7.412118
17993,6.536702
17994,3.368905
17995,3.832610
17996,7.175001
17997,4.814850
17998,6.899415
17999,6.437888
18000,7.146292
18001,6.810594
18002,4.650837
18003,4.012306
18004,3.095907
18005,3.339261
18006,2.946145
18007,2.287610
18008,5.967737
18009,5.236239
18010,4.725562
18011,3.885958
18012,0.872103
18013,6.454852
18014,3.260854
18015,3.437157
18016,3.715355
18017,4.713007
18018,4.058796
18019,6.942073
18020,6.167051
18021,5.149042
18022,6.170482
18023,3.796780
18024,5.568611
18025,6.765063
18026,5.428782
18027,6.382051
18028,4.790597
18029,0.699296
18030,0.383908
18031,1.353567
18032,1.502910
18033,1.002425
18034,2.783551
18035,0.338424
18036,3.334098
18037,0.236598
18038,5.845414
18039,6.132409
18040,4.458181
18041,7.604106
18042,3.762032
18043,4.763606
18044,6.137938
18045,5.343820
18046,3.972324
18047,6.004312
18048,4.166844
18049,2.614726
18050,5.190390
18051,5.168472
18052,3.855950
18053,5.508075
18054,2.516515
18055,4.942696
18056,5.560112
18057,4.996108
18058,4.550186
18059,5.047875
18060,5.756971
18061,3.399420
18062,4.122719
18063,6.133116
18064,1.863803
18065,5.106108
18066,6.345619
18067,7.418068
18068,7.059463
18069,4.931123
18070,2.905193
18071,4.862617
18072,3.749434
18073,6.623388
18074,7.075148
18075,5.286236
18076,3.608759
18077,6.425740
18078,5.806178
18079,3.826121
18080,4.451254
18081,6.406700
18082,6.241436
18083,4.110703
18084,5.060234
18085,7.786898
18086,7.355983
18087,3.388506
18088,4.753389
18089,4.325601
18090,5.001871
18091,3.738762
18092,3.942018
18093,1.630783
18094,4.765077
18095,5.315097
18096,3.427091
18097,3.543121
18098,4.370795
18099,4.126470
18100,3.469653
18101,4.335998
18102,4.673178
18103,4.886853
18104,6.861106
18105,5.380722
18106,5.288978
18107,4.228519
18108,1.289802
18109,4.865035
18110,4.758206
18111,3.143146
18112,4.660376
18113,6.875386
18114,4.962330
18115,2.380854
18116,5.319329
18117,5.374840
18118,4.630003
18119,5.238580
18120,4.572483
18121,5.193424
18122,5.023287
18123,1.685218
18124,6.737897
18125,5.414963
18126,0.925354
18127,4.851241
18128,6.937039
18129,3.162493
18130,5.055407
18131,2.744904
18132,3.918817
18133,1.931570
18134,2.458050
18135,3.684167
18136,3.257991
18137,5.265681
18138,6.716229
18139,5.643031
18140,2.093719
18141,4.863583
18142,1.740795
18143,3.928950
18144,4.257579
18145,6.369094
18146,3.854234
18147,2.874450
18148,1.970456
18149,5.018563
18150,6.104936
18151,6.359625
18152,7.424262
18153,5.725605
18154,3.837401
18155,4.581613
18156,4.318338
18157,7.740256
18158,2.356384
18159,5.095040
18160,6.204807
18161,5.824990
18162,6.035789
18163,4.717642
18164,4.034499
18165,6.638419
18166,2.658885
18167,5.140912
18168,3.494368
18169,5.617272
18170,5.975668
18171,6.248067
18172,5.830892
18173,5.487563
18174,6.760003
18175,7.263738
18176,5.223850
18177,3.684049
18178,4.301497
18179,5.653853
18180,6.671561
18181,5.079801
18182,6.871788
18183,4.254096
18184,6.302271
18185,6.115991
18186,4.493839
18187,4.317136
18188,4.857665
18189,1.175457
18190,3.212602
18191,3.804868
18192,6.263675
18193,1.789783
18194,2.188781
18195,5.368213
18196,4.156539
18197,3.933135
18198,0.538849
18199,2.684862
18200,2.834492
18201,0.206325
18202,0.687282
18203,0.129305
18204,0.246317
18205,0.836292
18206,4.024544
18207,2.485606
18208,4.413624
18209,2.006305
18210,5.554334
18211,6.834079
18212,7.050063
18213,5.805850
18214,7.131819
18215,4.862329
18216,5.038304
18217,5.741314
18218,5.911018
18219,6.150766
18220,5.290826
18221,3.772597
18222,5.939087
18223,5.586509
18224,6.995685
18225,3.715141
18226,4.951803
18227,4.936881
18228,6.586366
18229,7.704947
18230,5.014960
18231,4.487856
18232,4.581324
18233,4.873990
18234,5.873414
18235,5.389200
18236,4.950789
18237,4.160940
18238,4.072286
18239,5.927899
18240,6.335813
18241,5.982791
18242,4.021402
18243,6.415847
18244,4.837463
18245,7.307303
18246,6.738368
18247,4.250287
18248,6.321700
18249,3.323361
18250,6.481016
18251,4.169697
18252,6.588538
18253,6.094146
18254,2.670040
18255,5.356067
18256,3.510479
18257,4.080682
18258,1.935114
18259,5.179330
18260,4.225748
18261,4.086161
18262,2.729753
18263,2.736025
18264,1.011187
18265,3.597808
18266,1.580704
18267,1.861415
18268,3.493733
18269,5.510039
18270,5.286394
18271,5.984103
18272,3.700747
18273,4.367048
18274,5.785026
18275,4.252699
18276,3.417210
18277,4.383666
18278,2.755349
18279,4.798427
18280,7.374306
18281,4.809357
18282,4.656888
18283,6.993080
18284,2.010607
18285,4.620236
18286,2.588025
18287,5.630329
18288,2.906115
18289,5.311026
18290,4.501159
18291,7.856359
18292,6.904465
18293,6.056671
18294,3.917281
18295,3.890766
18296,3.293823
18297,6.186564
18298,2.709230
18299,3.063819
18300,4.934523
18301,1.983538
18302,6.370242
18303,3.438681
18304,5.474743
18305,4.178295
18306,4.643503
18307,1.008889
18308,6.222093
18309,5.294952
18310,6.753519
18311,5.949625
18312,5.317908
18313,4.250086
18314,4.082141
18315,4.355748
18316,5.506565
18317,5.309796
18318,0.331709
18319,2.203730
18320,1.288854
18321,2.486199
18322,1.729772
18323,4.993468
18324,0.875289
18325,6.271164
18326,6.106759
18327,6.885722
18328,3.422931
18329,7.242596
18330,3.412015
18331,4.373187
18332,5.440966
18333,3.124512
18334,2.709942
18335,4.567190
18336,3.386205
18337,2.860403
18338,2.206667
18339,2.753477
18340,2.281490
18341,4.505410
18342,3.852722
18343,4.460899
18344,4.520103
18345,3.086221
18346,3.493578
18347,3.509511
18348,2.272912
18349,2.796748
18350,3.667046
18351,5.845999
18352,5.740968
18353,6.775311
18354,5.166997
18355,4.034752
18356,3.747514
18357,4.233186
18358,7.683259
18359,5.279132
18360,6.139974
18361,0.755403
18362,3.768353
18363,5.350606
18364,7.273770
18365,1.931725
18366,6.018232
18367,4.090593
18368,4.728182
18369,3.606545
18370,4.613566
18371,5.704119
18372,0.597950
18373,6.106515
18374,7.557964
18375,6.897533
18376,5.600793
18377,4.247692
18378,5.260537
18379,5.696343
18380,5.236486
18381,6.775531
18382,7.218012
18383,6.548919
18384,4.626915
18385,7.091050
18386,7.677059
18387,7.769807
18388,6.027401
18389,6.446772
18390,6.592252
18391,0.429902
18392,0.586539
18393,2.119990
18394,3.510051
18395,0.288463
18396,2.281492
18397,0.170132
18398,0.341061
18399,3.788204
18400,6.068786
18401,2.719442
18402,0.907017
18403,5.860111
18404,2.199162
18405,3.313415
18406,2.658285
18407,3.114984
18408,5.778075
18409,6.007861
18410,7.734605
18411,2.098172
18412,3.902433
18413,4.951126
18414,4.952899
18415,3.105029
18416,6.823538
18417,4.692451
18418,1.477046
18419,0.997786
18420,0.007986
18421,0.328318
18422,1.108201
18423,2.764765
18424,0.036262
18425,0.104154
18426,0.077351
18427,1.591956
18428,0.520091
18429,3.784896
18430,5.387815
18431,3.280524
18432,2.697998
18433,3.610489
18434,2.868440
18435,2.762755
18436,2.020269
18437,2.616746
18438,2.987169
18439,1.931260
18440,0.741216
18441,5.436102
18442,3.948269
18443,5.613347
18444,2.137028
18445,0.581939
18446,6.777808
18447,5.274959
18448,6.548021
18449,5.535992
18450,5.167274
18451,3.458403
18452,4.708207
18453,5.162774
18454,4.599731
18455,3.753404
18456,4.917901
18457,3.587156
18458,5.822060
18459,3.272716
18460,3.835676
18461,5.405660
18462,5.077336
18463,4.387111
18464,6.530370
18465,4.440238
18466,2.767436
18467,3.211629
18468,3.527103
18469,4.424079
18470,4.297225
18471,2.910972
18472,3.699981
18473,4.711569
18474,3.510814
18475,2.472461
18476,1.002314
18477,4.173726
18478,5.054079
18479,3.300976
18480,6.469440
18481,4.659083
18482,3.050191
18483,5.038691
18484,6.425170
18485,6.636166
18486,3.478733
18487,2.440993
18488,2.281905
18489,5.292709
18490,4.941976
18491,4.765529
18492,4.986360
18493,1.239878
18494,5.618614
18495,4.556071
18496,5.120826
18497,2.873719
18498,3.873696
18499,5.265734
18500,2.013993
18501,3.925743
18502,3.436076
18503,4.624771
18504,4.481444
18505,6.144348
18506,6.388197
18507,3.394453
18508,6.578156
18509,6.625221
18510,5.527731
18511,5.466714
18512,5.536856
18513,5.876696
18514,4.913700
18515,3.140818
18516,4.151902
18517,4.639561
18518,4.048773
18519,3.998600
18520,6.140403
18521,5.082540
18522,1.156201
18523,5.729575
18524,2.995570
18525,2.243683
18526,2.693881
18527,4.146775
18528,4.121418
18529,4.933442
18530,4.504676
18531,3.342291
18532,7.253800
18533,4.258022
18534,4.665984
18535,3.882011
18536,4.021141
18537,2.866596
18538,7.552703
18539,5.382178
18540,2.197765
18541,2.985734
18542,2.701586
18543,4.663268
18544,4.861643
18545,2.685551
18546,4.671838
18547,5.493243
18548,3.900798
18549,4.241237
18550,3.103276
18551,2.111692
18552,2.579076
18553,3.372090
18554,1.839570
18555,3.421361
18556,3.293450
18557,1.448181
18558,4.332038
18559,3.226492
18560,5.166760
18561,2.239467
18562,6.436837
18563,3.980530
18564,5.138361
18565,2.973371
18566,6.543334
18567,6.246156
18568,5.488722
18569,4.374258
18570,7.693512
18571,6.278125
18572,5.161219
18573,4.883039
18574,4.117969
18575,5.629038
18576,2.477846
18577,2.957378
18578,3.419837
18579,5.304805
18580,6.699509
18581,2.593767
18582,2.364627
18583,4.338102
18584,2.888362
18585,5.131232
18586,2.355735
18587,5.363680
18588,4.978470
18589,2.680895
18590,1.726433
18591,4.990654
18592,0.899276
18593,4.347839
18594,1.139854
18595,2.727421
18596,1.362447
18597,1.927033
18598,4.287550
18599,1.240523
18600,2.059459
18601,4.090803
18602,5.215801
18603,2.991413
18604,6.988997
18605,6.978689
18606,5.392552
18607,5.878508
18608,6.742422
18609,3.076660
18610,5.552131
18611,2.939260
18612,5.427870
18613,2.976414
18614,5.660203
18615,3.137460
18616,2.089717
18617,3.737953
18618,3.377376
18619,4.238553
18620,2.219487
18621,3.816287
18622,1.842117
18623,4.232465
18624,2.242500
18625,4.058806
18626,2.120416
18627,3.777180
18628,2.595426
18629,1.909374
18630,3.955490
18631,2.788826
18632,2.449068
18633,2.701013
18634,6.097593
18635,5.733619
18636,5.084150
18637,1.982064
18638,2.818722
18639,3.663630
18640,3.245798
18641,3.388503
18642,3.444157
18643,3.221578
18644,5.767298
18645,2.969650
18646,3.918437
18647,2.507902
18648,1.236407
18649,0.751063
18650,3.399521
18651,1.632481
18652,3.181035
18653,2.621634
18654,6.246619
18655,6.251035
18656,6.607462
18657,3.751444
18658,6.370526
18659,6.295364
18660,6.316258
18661,5.627516
18662,5.136324
18663,6.355753
18664,5.115270
18665,4.060802
18666,4.213923
18667,3.060986
18668,5.518106
18669,2.537930
18670,2.774885
18671,2.918105
18672,0.831032
18673,5.301566
18674,3.512980
18675,3.894722
18676,2.315362
18677,2.814305
18678,3.895200
18679,3.408226
18680,4.280317
18681,2.783829
18682,1.920087
18683,4.263687
18684,6.278757
18685,3.111478
18686,4.684392
18687,4.215647
18688,2.129525
18689,2.360042
18690,5.044424
18691,5.380414
18692,4.013907
18693,1.820614
18694,5.658394
18695,4.596177
18696,2.498867
18697,2.774118
18698,2.258001
18699,2.502287
18700,4.794681
18701,5.310086
18702,5.413497
18703,5.028547
18704,5.576681
18705,4.929311
18706,4.189242
18707,2.063501
18708,6.846779
18709,2.005408
18710,5.772196
18711,4.943256
18712,4.081679
18713,2.868750
18714,5.274753
18715,6.271666
18716,3.745359
18717,4.775956
18718,6.477065
18719,4.672262
18720,1.162727
18721,4.129303
18722,3.239827
18723,4.058262
18724,5.726173
18725,6.094470
18726,7.532996
18727,4.819887
18728,7.006002
18729,6.977395
18730,7.383705
18731,5.265022
18732,5.272232
18733,7.262845
18734,4.199113
18735,2.408075
18736,3.808996
18737,4.988890
18738,3.610311
18739,5.133768
18740,6.301295
18741,3.126763
18742,4.678169
18743,2.743016
18744,4.945165
18745,1.585669
18746,3.022462
18747,3.048817
18748,5.589009
18749,5.063248
18750,3.235251
18751,5.009100
18752,0.029919
18753,2.952134
18754,1.205740
18755,3.089105
18756,1.067771
18757,4.104692
18758,0.236110
18759,3.827991
18760,5.901714
18761,4.702871
18762,7.078593
18763,2.903884
18764,4.556806
18765,2.570227
18766,3.916194
18767,5.857986
18768,5.123128
18769,4.236998
18770,6.422855
18771,6.191228
18772,5.581679
18773,5.882146
18774,2.637213
18775,2.534988
18776,1.120258
18777,6.391174
18778,5.700360
18779,6.735753
18780,7.422772
18781,6.491099
18782,5.407857
18783,5.845203
18784,1.278695
18785,3.612311
18786,5.544807
18787,5.834127
18788,6.605551
18789,7.440931
18790,4.127812
18791,6.674664
18792,4.610143
18793,3.499838
18794,6.850866
18795,5.152370
18796,6.238426
18797,5.433261
18798,5.710045
18799,3.675370
18800,4.321063
18801,5.285790
18802,3.954954
18803,5.097979
18804,5.355122
18805,4.864170
18806,2.502432
18807,3.256572
18808,2.048934
18809,2.501302
18810,2.523780
18811,4.198952
18812,0.842439
18813,3.120626
18814,3.440998
18815,6.525422
18816,5.736050
18817,2.056934
18818,2.726250
18819,5.592084
18820,2.216624
18821,4.439560
18822,4.715309
18823,4.118728
18824,5.410811
18825,4.851242
18826,6.445063
18827,6.354304
18828,5.471145
18829,3.645795
18830,6.480787
18831,5.683608
18832,3.407138
18833,6.142360
18834,6.824898
18835,6.043008
18836,6.141623
18837,7.600326
18838,7.292918
18839,6.291478
18840,5.781388
18841,7.273860
18842,3.512109
18843,6.508025
18844,5.966800
18845,1.217402
18846,2.110245
18847,1.898866
18848,1.316108
18849,0.266653
18850,2.122697
18851,1.342809
18852,1.774296
18853,0.179411
18854,1.330694
18855,3.036043
18856,1.687659
18857,3.774097
18858,2.155605
18859,1.223560
18860,2.480952
18861,1.987849
18862,1.943873
18863,2.459973
18864,2.402461
18865,7.829917
18866,4.748472
18867,6.580211
18868,2.927658
18869,5.675906
18870,6.074412
18871,6.354790
18872,7.839091
18873,6.294269
18874,5.306591
18875,5.994714
18876,5.164921
18877,6.827232
18878,5.359845
18879,5.313767
18880,6.762603
18881,4.737022
18882,4.412075
18883,3.646929
18884,4.732574
18885,5.054239
18886,5.722655
18887,4.679471
18888,6.865048
18889,2.042938
18890,1.337107
18891,7.003899
18892,5.925427
18893,4.939258
18894,2.082753
18895,1.677962
18896,5.541248
18897,5.265895
18898,3.589572
18899,3.602977
18900,6.327347
18901,3.770143
18902,3.521148
18903,4.829921
18904,2.735258
18905,5.724918
18906,0.301290
18907,0.320293
18908,0.398503
18909,1.641267
18910,2.519269
18911,0.496646
18912,3.108611
18913,0.013078
18914,0.038662
18915,0.588523
18916,4.367726
18917,4.903370
